verse,ar,en,nl,timestamps
19:75,قُلْ مَن كَانَ فِى الضَّلَلَةِ فَلْيَمْدُدْ لَهُ الرَّحْمَنُ مَدًّا حَتَّى إِذَا رَأَوْا مَا يُوعَدُونَ إِمَّا الْعَذَابَ وَإِمَّا السَّاعَةَ فَسَيَعْلَمُونَ مَنْ هُوَ شَرٌّ مَّكَانًا وَأَضْعَفُ جُندًا,"Say, ""Whoever is in error - let the Most Merciful extend for him an extension [in wealth and time] until, when they see that which they were promised - either punishment [in this world] or the Hour [of resurrection] - they will come to know who is worst in position and weaker in soldiers.""","Zeg (O Mohammed): “Wie in dwaling verkeert: de Barmhartige laat voor hem de termijn verlengen, tot wanneer zij zien wat hen beloofd is, όf de bestraffing όf het Uur; dan zullen zij weten wie de slechtste positie heeft, en wie de zwakkere in kracht zijn.",2:18.978
19:76,وَيَزِيدُ اللَّهُ الَّذِينَ اهْتَدَوْا هُدًى وَالْبَقِيَتُ الصَّلِحَتُ خَيْرٌ عِندَ رَبِّكَ ثَوَابًا وَخَيْرٌ مَّرَدًّا,"And Allah increases those who were guided, in guidance, and the enduring good deeds are better to your Lord for reward and better for recourse.",En Allah vermeerdert de Leiding voor degenen die leiding volgen; en de blijvende goede daden zijn beter in het Aangezicht van jullie Heer wat betreft beloning en beter wat betreft de terugkeer.,2:38.865
19:77,أَفَرَءَيْتَ الَّذِى كَفَرَ بَِٔايَتِنَا وَقَالَ لَأُوتَيَنَّ مَالًا وَوَلَدًا,"Then, have you seen he who disbelieved in Our verses and said, ""I will surely be given wealth and children [in the next life]""?","Heb jij degene gezien die niet in Onze Tekenen gelooft, en die zegt: “Aan mij zullen zeker bezit en kinderen gegeven worden?”",2:49.168
19:78,أَطَّلَعَ الْغَيْبَ أَمِ اتَّخَذَ عِندَ الرَّحْمَنِ عَهْدًا,"Has he looked into the unseen, or has he taken from the Most Merciful a promise?",Kent hij het onzichtbare of heeft hij een verbond afgesloten met de Barmhartige?,3:13.779
19:79,كَلَّا سَنَكْتُبُ مَا يَقُولُ وَنَمُدُّ لَهُ مِنَ الْعَذَابِ مَدًّا,"No! We will record what he says and extend [i.e., increase] for him from the punishment extensively.",Nee! Wij zullen noteren wat hij zegt en dan zullen Wij zijn bestraffing vermeerderen.,3:25.938
19:80,وَنَرِثُهُ مَا يَقُولُ وَيَأْتِينَا فَرْدًا,"And We will inherit him [in] what he mentions, and he will come to Us alone.",En Wij zullen van hem alles waarover hij spreekt erven en hij zal alleen tot Ons komen.,3:33.745
19:81,وَاتَّخَذُوا مِن دُونِ اللَّهِ ءَالِهَةً لِّيَكُونُوا لَهُمْ عِزًّا,And they have taken besides Allah [false] deities that they would be for them [a source of] honor.,"En zij hebben goden naast Allah goden genomen, opdat zij hen eer, macht en glorie moge geven.",3:41.733
19:82,كَلَّا سَيَكْفُرُونَ بِعِبَادَتِهِمْ وَيَكُونُونَ عَلَيْهِمْ ضِدًّا,"No! They [i.e., those ""gods""] will deny their worship of them and will be against them opponents [on the Day of Judgement].","Nee, maar zij zullen hun aanbidding ontkennen en hun tegenstanders worden.",3:56.910
19:83,أَلَمْ تَرَ أَنَّا أَرْسَلْنَا الشَّيَطِينَ عَلَى الْكَفِرِينَ تَؤُزُّهُمْ أَزًّا,"Do you not see that We have sent the devils upon the disbelievers, inciting them [to evil] with [constant] incitement?",Zien jullie dan niet dat Wij de duivels gezag hebben gegeven over de ongelovigen om hen te misleiden en aan te moedigen bij het begaan van zondes? (Zien jullie dan niet in dat Wij de duivels naar de ongelovigen hebben gestuurd (met als doel) hen op te ruien om van kwaad tot erger te gaan.),4:06.680
19:84,فَلَا تَعْجَلْ عَلَيْهِمْ إِنَّمَا نَعُدُّ لَهُمْ عَدًّا,"So be not impatient over them. We only count out [i.e., allow] to them a [limited] number.",Haast je dus niet tegen hen; Wij stellen voor hen nauwkeurig een tijd vast.,4:16.780
19:85,يَوْمَ نَحْشُرُ الْمُتَّقِينَ إِلَى الرَّحْمَنِ وَفْدًا,On the Day We will gather the righteous to the Most Merciful as a delegation,De Dag waarop Wij de godvrezenden voor de Barmhartige verzamelen als afgevaardigden.,4:25.753
19:86,وَنَسُوقُ الْمُجْرِمِينَ إِلَى جَهَنَّمَ وِرْدًا,And will drive the criminals to Hell in thirst,En Wij zullen de misdadigers als een dorstige kudde naar de Hel drijven.,4:32.429
19:87,لَّا يَمْلِكُونَ الشَّفَعَةَ إِلَّا مَنِ اتَّخَذَ عِندَ الرَّحْمَنِ عَهْدًا,None will have [power of] intercession except he who had taken from the Most Merciful a covenant.,Niemand zal de macht voor bemiddeling hebben behalve degene die toestemming daarvoor van de Weldadige heeft gekregen.,4:40.097
19:88,وَقَالُوا اتَّخَذَ الرَّحْمَنُ وَلَدًا,"And they say, ""The Most Merciful has taken [for Himself] a son.""",En (de Joden en de Christenen) zeggen: “De Barmhartige heeft zich een zoon toegekend.”,4:51.204
19:89,لَّقَدْ جِئْتُمْ شَئًْا إِدًّا,You have done an atrocious thing.,"Voorwaar, jullie beweren iets vreselijks.",4:55.467
19:90,تَكَادُ السَّمَوَتُ يَتَفَطَّرْنَ مِنْهُ وَتَنشَقُّ الْأَرْضُ وَتَخِرُّ الْجِبَالُ هَدًّا,The heavens almost rupture therefrom and the earth splits open and the mountains collapse in devastation,"Waardoor de hemelen bijna scheuren, en de aarde bijna splijt en de bergen bijna in stukken vallen.",4:59.739
19:91,أَن دَعَوْا لِلرَّحْمَنِ وَلَدًا,That they attribute to the Most Merciful a son.,Doordat zij een zoon aan de Barmhartige toeschrijven.,5:14.895
19:92,وَمَا يَنبَغِى لِلرَّحْمَنِ أَن يَتَّخِذَ وَلَدًا,And it is not appropriate for the Most Merciful that He should take a son.,Maar het is niet passend voor de Barmhartige dat Hij zich een zoon zou toekennen.,5:20.903
19:93,إِن كُلُّ مَن فِى السَّمَوَتِ وَالْأَرْضِ,There is no one in the heavens and earth,Er is niemand in de hemelen of op aarde,5:30.724
,إِلَّا ءَاتِى الرَّحْمَنِ عَبْدًا,but that he comes to the Most Merciful as a servant.,die niet als dienaar zal tot de Barmhartige zal komen.,5:37.546
19:94,لَّقَدْ أَحْصَىهُمْ,He has enumerated them,"Waarlijk, Hij kent ieder van hen",5:42.702
,وَعَدَّهُمْ عَدًّا,and counted them a [full] counting.,en heeft hen allen precies geteld.,5:45.013
19:95,وَكُلُّهُمْ ءَاتِيهِ,And all of them are coming to Him,En ieder van hen,5:48.098
,يَوْمَ الْقِيَمَةِ فَرْدًا,on the Day of Resurrection alone.,zal op de Dag der Opstanding alleen tot Hem komen.,5:50.773
19:96,إِنَّ الَّذِينَ ءَامَنُوا,"Indeed, those who have believed","Waarlijk, degenen die geloven",5:55.100
,وَعَمِلُوا الصَّلِحَتِ,and done righteous deeds -,"en goede daden verrichten,",5:58.453
,سَيَجْعَلُ لَهُمُ الرَّحْمَنُ وُدًّا,the Most Merciful will appoint for them affection.,de Weldadige zal hen liefde geven.,6:00.813
19:97,فَإِنَّمَا,"So, [O Muhammad],",Dus,6:06.135
,يَسَّرْنَهُ بِلِسَانِكَ,"We have only made it [i.e., the Qur’an] easy in your tongue [i.e., the Arabic language]","hebben Wij dit gemakkelijk in jouw taal (O Mohammed) gemaakt,",6:08.613
,لِتُبَشِّرَ بِهِ الْمُتَّقِينَ,that you may give good tidings thereby to the righteous,opdat je goed nieuws aan de godvrezenden kunt geven,6:11.573
,وَتُنذِرَ بِهِ قَوْمًا لُّدًّا,and warn thereby a hostile people.,en de twistende mensen er mee waarschuwt.,6:16.093
19:98,وَكَمْ أَهْلَكْنَا قَبْلَهُم مِّن قَرْنٍ,And how many have We destroyed before them of generations?,En hoeveel generaties voor hen hebben Wij niet vernietigd?,6:21.781
,هَلْ تُحِسُّ مِنْهُم مِّنْ أَحَدٍ,Do you perceive of them anyone,Kun jij daar nog iemand van vinden,6:28.453
,أَوْ تَسْمَعُ لَهُمْ رِكْزًا,or hear from them a sound?,of zelfs een fluistering van hen horen?,6:32.986
,,,,6:37.517
