verse,ar,en,timestamps
,مِنْ أَقْطَارِ السَّمَوَتِ وَالْأَرْضِ,"the regions of the heavens and the earth,",3:18.600
,فَانفُذُوا,then pass.,3:22.373
,لَا تَنفُذُونَ,You will not pass,3:24.853
,إِلَّا بِسُلْطَنٍ,except by authority [from Allah].,3:26.960
55:34,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,3:30.121
55:35,يُرْسَلُ عَلَيْكُمَا شُوَاظٌ مِّن نَّارٍ وَنُحَاسٌ فَلَا تَنتَصِرَانِ,"There will be sent upon you a flame of fire and smoke, and you will not defend yourselves.",3:37.537
55:36,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:37,فَإِذَا انشَقَّتِ السَّمَاءُ فَكَانَتْ وَرْدَةً كَالدِّهَانِ,And when the heaven is split open and becomes rose-colored like oil -,
55:38,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,
55:39,فَيَوْمَئِذٍ لَّا يُسَْٔلُ عَن ذَنبِهِ إِنسٌ وَلَا جَانٌّ,Then on that Day none will be asked about his sin among men or jinn.,
55:40,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:41,يُعْرَفُ الْمُجْرِمُونَ بِسِيمَهُمْ فَيُؤْخَذُ بِالنَّوَصِى وَالْأَقْدَامِ,"The criminals will be known by their marks, and they will be seized by the forelocks and the feet.",
55:42,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:43,هَذِهِ جَهَنَّمُ الَّتِى يُكَذِّبُ بِهَا الْمُجْرِمُونَ,"This is Hell, which the criminals deny.",
55:44,يَطُوفُونَ بَيْنَهَا وَبَيْنَ حَمِيمٍ ءَانٍ,"They will circulate between it and scalding water, heated [to the utmost degree].",
55:45,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:46,وَلِمَنْ خَافَ مَقَامَ رَبِّهِ جَنَّتَانِ,But for he who has feared the position of his Lord are two gardens -,
55:47,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,
55:48,ذَوَاتَا أَفْنَانٍ,Having [spreading] branches.,
55:49,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:50,فِيهِمَا عَيْنَانِ تَجْرِيَانِ,"In both of them are two springs, flowing.",
55:51,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:52,فِيهِمَا مِن كُلِّ فَكِهَةٍ زَوْجَانِ,"In both of them are of every fruit, two kinds.",
55:53,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:54,مُتَّكِِٔينَ عَلَى فُرُشٍ بَطَائِنُهَا مِنْ إِسْتَبْرَقٍ وَجَنَى الْجَنَّتَيْنِ دَانٍ,"[They are] reclining on beds whose linings are of silk brocade, and the fruit of the two gardens is hanging low.",
55:55,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:56,فِيهِنَّ قَصِرَتُ الطَّرْفِ لَمْ يَطْمِثْهُنَّ إِنسٌ قَبْلَهُمْ وَلَا جَانٌّ,"In them are women limiting [their] glances, untouched before them by man or jinnī -",
55:57,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,
55:58,كَأَنَّهُنَّ الْيَاقُوتُ وَالْمَرْجَانُ,As if they were rubies and coral.,
55:59,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:60,هَلْ جَزَاءُ الْإِحْسَنِ إِلَّا الْإِحْسَنُ,Is the reward for good [anything] but good?,
55:61,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:62,وَمِن دُونِهِمَا جَنَّتَانِ,And below them both [in excellence] are two [other] gardens -,
55:63,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,
55:64,مُدْهَامَّتَانِ,Dark green [in color].,
55:65,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:66,فِيهِمَا عَيْنَانِ نَضَّاخَتَانِ,"In both of them are two springs, spouting.",
55:67,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:68,فِيهِمَا فَكِهَةٌ وَنَخْلٌ وَرُمَّانٌ,In both of them are fruit and palm trees and pomegranates.,
55:69,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:70,فِيهِنَّ خَيْرَتٌ حِسَانٌ,In them are good and beautiful women -,
55:71,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,
55:72,حُورٌ مَّقْصُورَتٌ فِى الْخِيَامِ,Fair ones reserved in pavilions -,
55:73,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,
55:74,لَمْ يَطْمِثْهُنَّ إِنسٌ قَبْلَهُمْ وَلَا جَانٌّ,Untouched before them by man or jinnī -,
55:75,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,
55:76,مُتَّكِِٔينَ عَلَى رَفْرَفٍ خُضْرٍ وَعَبْقَرِىٍّ حِسَانٍ,Reclining on green cushions and beautiful fine carpets.,
55:77,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,
55:78,تَبَرَكَ اسْمُ رَبِّكَ ذِى الْجَلَلِ وَالْإِكْرَامِ,"Blessed is the name of your Lord, Owner of Majesty and Honor.",
