verse,ar,en,timestamps
55:26,كُلُّ مَنْ عَلَيْهَا فَانٍ,"Everyone upon it [i.e., the earth] will perish,",2:56.160
55:27,وَيَبْقَى وَجْهُ رَبِّكَ,"And there will remain the Face of your Lord,",2:59.953
,ذُو الْجَلَلِ وَالْإِكْرَامِ,Owner of Majesty and Honor.,3:02.386
55:28,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,3:06.273
55:29,يَسَْٔلُهُ مَن فِى السَّمَوَتِ وَالْأَرْضِ,Whoever is within the heavens and earth asks Him;,3:12.381
,كُلَّ يَوْمٍ هُوَ فِى شَأْنٍ,"every day He is in [i.e., bringing about] a matter.",3:16.906
55:30,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,3:19.727
55:31,سَنَفْرُغُ لَكُمْ,"We will attend to you,",3:26.892
,أَيُّهَ الثَّقَلَانِ,O prominent beings.,3:28.520
55:32,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,3:31.959
55:33,يَمَعْشَرَ الْجِنِّ وَالْإِنسِ,"O company of jinn and mankind,",3:37.881
,إِنِ اسْتَطَعْتُمْ أَن تَنفُذُوا,if you are able to pass beyond,3:41.906
,إِنِ اسْتَطَعْتُمْ أَن تَنفُذُوا,if you are able to pass beyond,3:47.053
,مِنْ أَقْطَارِ السَّمَوَتِ وَالْأَرْضِ,"the regions of the heavens and the earth,",3:50.986
,فَانفُذُوا,then pass.,3:54.760
,لَا تَنفُذُونَ,You will not pass,3:57.240
,إِلَّا بِسُلْطَنٍ,except by authority [from Allah].,3:59.346
55:34,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,4:02.502
55:35,يُرْسَلُ عَلَيْكُمَا شُوَاظٌ مِّن نَّارٍ,There will be sent upon you a flame of fire,4:09.965
,وَنُحَاسٌ فَلَا تَنتَصِرَانِ,"and smoke, and you will not defend yourselves.",4:17.053
55:36,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,4:23.864
55:37,فَإِذَا انشَقَّتِ السَّمَاءُ,And when the heaven is split open,4:33.383
,فَكَانَتْ وَرْدَةً كَالدِّهَانِ,and becomes rose-colored like oil -,4:38.906
55:38,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,4:45.801
55:39,فَيَوْمَئِذٍ لَّا يُسَْٔلُ عَن ذَنبِهِ إِنسٌ وَلَا جَانٌّ,Then on that Day none will be asked about his sin among men or jinn.,4:55.767
55:40,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,5:13.878
55:41,يُعْرَفُ الْمُجْرِمُونَ بِسِيمَهُمْ,"The criminals will be known by their marks,",5:21.715
,فَيُؤْخَذُ بِالنَّوَصِى,and they will be seized by the forelocks.,5:25.453
,فَيُؤْخَذُ بِالنَّوَصِى وَالْأَقْدَامِ,and they will be seized by the forelocks and the feet.,5:28.773
55:42,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,5:34.095
55:43,هَذِهِ جَهَنَّمُ,"This is Hell,",5:40.423
,الَّتِى يُكَذِّبُ بِهَا الْمُجْرِمُونَ,which the criminals deny.,5:43.306
55:44,يَطُوفُونَ بَيْنَهَا وَبَيْنَ حَمِيمٍ,"They will circulate between it and scalding water,",5:47.814
,ءَانٍ,heated [to the utmost degree].,5:51.613
55:45,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,5:53.469
55:46,وَلِمَنْ خَافَ مَقَامَ رَبِّهِ جَنَّتَانِ,But for he who has feared the position of his Lord are two gardens -,6:01.517
55:47,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,6:08.678
,,,6:18.523
