verse,ar,en,timestamps
18:89,ثُمَّ أَتْبَعَ سَبَبًا,Then he followed a way,1:41.050
18:90,حَتَّىٰٓ إِذَا بَلَغَ مَطْلِعَ ٱلشَّمْسِ,"Until, when he came to the rising of the sun [i.e., the east],",1:45.934
,وَجَدَهَا تَطْلُعُ عَلَىٰ قَوْمٍ,he found it rising on a people,1:50.933
,لَّمْ نَجْعَل لَّهُم مِّن دُونِهَا سِتْرًا,for whom We had not made against it any shield.,1:54.173
18:91,كَذَٰلِكَ وَقَدْ أَحَطْنَا بِمَا لَدَيْهِ خُبْرًا,Thus. And We had encompassed [all] that he had in knowledge.,1:59.773
18:92,ثُمَّ أَتْبَعَ سَبَبًا,Then he followed a way.,2:05.146
18:93,حَتَّىٰٓ إِذَا بَلَغَ بَيْنَ ٱلسَّدَّيْنِ,"Until, when he reached [a pass] between two mountains,",2:09.862
,وَجَدَ مِن دُونِهِمَا قَوْمًا,he found beside them a people,2:14.933
,لَّا يَكَادُونَ يَفْقَهُونَ قَوْلًا,who could hardly understand [his] speech.,2:18.853
18:94,قَالُوا يَـٰذَا ٱلْقَرْنَيْنِ,"They said, ""O Dhul-Qarnayn,",2:23.811
,إِنَّ يَأْجُوجَ وَمَأْجُوجَ مُفْسِدُونَ,indeed Gog and Magog are [great] corrupters,2:26.440
,فِى ٱلْأَرْضِ,in the land.,2:30.760
,فَهَلْ نَجْعَلُ لَكَ خَرْجًا عَلَىٰٓ,So may we assign for you an expenditure,2:32.240
,أَن تَجْعَلَ بَيْنَنَا وَبَيْنَهُمْ سَدًّا,"that you might make between us and them a barrier?""",2:35.786
18:95,قَالَ مَا مَكَّنِّى فِيهِ رَبِّى خَيْرٌ,"He said, ""That in which my Lord has established me is better [than what you offer],",2:42.071
,فَأَعِينُونِى بِقُوَّةٍ,"but assist me with strength [i.e., manpower];",2:48.000
,فَأَعِينُونِى بِقُوَّةٍ,"but assist me with strength [i.e., manpower];",2:51.533
,أَجْعَلْ بَيْنَكُمْ وَبَيْنَهُمْ رَدْمًا,I will make between you and them a dam.,2:54.386
18:96,ءَاتُونِى زُبَرَ ٱلْحَدِيدِ ۖ,"Bring me bars of iron"" -",2:59.032
,حَتَّىٰٓ إِذَا سَاوَىٰ بَيْنَ ٱلصَّدَفَيْنِ,"until, when he had leveled [them] between the two mountain walls,",3:03.373
,قَالَ,"he said,",3:08.626
,ٱنفُخُوا ۖ,"""Blow [with bellows],""",3:09.760
,حَتَّىٰٓ إِذَا جَعَلَهُۥ نَارًا,"until when he had made it [like] fire,",3:11.173
,قَالَ ءَاتُونِىٓ أُفْرِغْ عَلَيْهِ قِطْرًا,"he said, ""Bring me, that I may pour over it molten copper.""",3:16.053
18:97,فَمَا ٱسْطَـٰعُوٓا أَن يَظْهَرُوهُ,"So they [i.e., Gog and Magog] were unable to pass over it,",3:21.368
,وَمَا ٱسْتَطَـٰعُوا لَهُۥ نَقْبًا,nor were they able [to effect] in it any penetration.,3:26.613
18:98,قَالَ هَـٰذَا رَحْمَةٌ مِّن رَّبِّى ۖ,"[Dhul-Qarnayn] said, ""This is a mercy from my Lord;",3:30.810
,فَإِذَا جَآءَ وَعْدُ رَبِّى,"but when the promise of my Lord comes [i.e., approaches],",3:36.026
,جَعَلَهُۥ دَكَّآءَ ۖ,"He will make it level,",3:40.213
,وَكَانَ وَعْدُ رَبِّى حَقًّا,"and ever is the promise of my Lord true.""",3:43.826
,,,3:48.597
